review,aspect,context,sentiment,sentiment_score
"I wouldn't be at all surprised if this release, Bebel's third, receives mixed reviews. Its flaw is that the first two tracks are the weakest songs on the cd- hard to believe, I know...(and the 2nd track is the supposed 'hit single'). But starting with track 3, Close to You, through til the end, it's consistently strong, varied material, closer in spirit to Bebel's 2nd release, Bebel Gilberto, than Tanto Tempo: more focus on Brazilian music than electronica (though admittedly 'Cade Voce' does recall the insipidness of the opening two tracks). That said, there's none of the soaring intensity as on Bebel Gilberto: Memento, by comparison, is a rather laid-back, understated affair. Um Segundo- entirely acoustic and recorded live in a studio in nyc- is one of a handful of standout tracks, reminding me of how much I'd love to be back in Bahia...",Build Quality,"starting with track 3, Close to You, through til the end, it's consistently strong, varied material, closer in spirit to Bebel's 2nd release, Bebel Gilberto, than Tanto Tempo: more focus on Brazilian music than electronica (",Positive,0.9999999999999173
"Just another book with huge text and lots of wasted space (that makes you think you are getting a lot of reading material).Unfortunately, not much info in this book. If you are looking for a simple, down-to-earth useful book, this really isn't it.Perhaps the other book I ordered, ""Healing Secrets of the Native Americans: Herbs, Remedies, and Practices That Restore the Body, Refresh the Mind, and Rebuild the Spirit"" [Hardcover] will have more useful info. If it ever gets here that is :(My verdict? ""Secrets of Native American Herbal Remedies: comph GT Native amern Tradition Using Herbs Mind/Body/Spirit Connection for ipvg (Healing Arts)"" [Paperback] is a complete waste of money.",Build Quality,Just another book with huge text and lots of wasted space (that makes you think you are getting a lot of reading material),Negative,0.9872466685455309
"Just another book with huge text and lots of wasted space (that makes you think you are getting a lot of reading material).Unfortunately, not much info in this book. If you are looking for a simple, down-to-earth useful book, this really isn't it.Perhaps the other book I ordered, ""Healing Secrets of the Native Americans: Herbs, Remedies, and Practices That Restore the Body, Refresh the Mind, and Rebuild the Spirit"" [Hardcover] will have more useful info. If it ever gets here that is :(My verdict? ""Secrets of Native American Herbal Remedies: comph GT Native amern Tradition Using Herbs Mind/Body/Spirit Connection for ipvg (Healing Arts)"" [Paperback] is a complete waste of money.",Price / Value,"""Secrets of Native American Herbal Remedies: comph GT Native amern Tradition Using Herbs Mind/Body/Spirit Connection for ipvg (Healing Arts)"" [Paperback] is a complete waste of money",Positive,0.9999999999999891
"Even if some people disagree with me, I will say this is one of the best books you can read. Everyone must read this book, it has the power to change your beliefs about the world.1984 goes deep to show you what the world COULD be like if a ruling party did all the right things to gain complete control over the populace. Your daily life monitored continuously, no rights to show individuality or freedom of speech, and constant fear of being whiped clean off the world if you did anything not in accordance with the Party, also known as Big Brother.I sure hope something like this doesn't happen to us any time soon, not until I build my rocket ship to go to Mars and live in a cave.I would certainly recommend this book to you, for only 300 pages it is some good reading.",Battery,"Everyone must read this book, it has the power to change your beliefs about the world",Positive,0.9999515846380509
"Even if some people disagree with me, I will say this is one of the best books you can read. Everyone must read this book, it has the power to change your beliefs about the world.1984 goes deep to show you what the world COULD be like if a ruling party did all the right things to gain complete control over the populace. Your daily life monitored continuously, no rights to show individuality or freedom of speech, and constant fear of being whiped clean off the world if you did anything not in accordance with the Party, also known as Big Brother.I sure hope something like this doesn't happen to us any time soon, not until I build my rocket ship to go to Mars and live in a cave.I would certainly recommend this book to you, for only 300 pages it is some good reading.",Build Quality,"I sure hope something like this doesn't happen to us any time soon, not until I build my rocket ship to go to Mars and live in a cave",Negative,0.9998527948368547
"I first saw this film when i was younger in the summer at an activity centre, and from that day i bugged my parents until they bought it for me. I have owned it on video for several years and i constantly watched it, so when it came out on dvd i jumped at the oppurtunity to purchase it. The story is about a lawer who is put in charge of a hockey team as his community service assigment. Gordon hates kids and he hates hockey. When Gordon was a child he used to play hockey so he is going to be a good coach if he could just get over the fact that he doesnt want to be there. This film is a laugh a minute with childish humour that still makes me laugh now",Battery,The story is about a lawer who is put in charge of a hockey team as his community service assigment,Positive,0.9384067522626919
"I first saw this film when i was younger in the summer at an activity centre, and from that day i bugged my parents until they bought it for me. I have owned it on video for several years and i constantly watched it, so when it came out on dvd i jumped at the oppurtunity to purchase it. The story is about a lawer who is put in charge of a hockey team as his community service assigment. Gordon hates kids and he hates hockey. When Gordon was a child he used to play hockey so he is going to be a good coach if he could just get over the fact that he doesnt want to be there. This film is a laugh a minute with childish humour that still makes me laugh now",Customer Support,The story is about a lawer who is put in charge of a hockey team as his community service assigment,Positive,0.9384067522626919
good product and good bible study material. learn lots about the work of the holy spirit and how it builds community,Build Quality,good product and good bible study material,Positive,0.9999544794609385
"If you're looking for a finnish fireplace design book, look on. This is a picture book showing how a finnish fireplace design can fit into home decor, containing not any plans or technical information. Disappointing.",Build Quality,"If you're looking for a finnish fireplace design book, look on ... This is a picture book showing how a finnish fireplace design can fit into home decor, containing not any plans or technical information",Positive,0.9999988517895917
"I saw a commercial for this movie. The special effects looked great. I was expecting to see a great action-packed movie. A friend and I anxiously stepped into the theater. The movie started with a little action, but then it was gone. Nothing. That was it. I actually fell asleep during it, something I never did before! This was one of the STUPIDEST movies I have ever seen in my life. It doesn't even deserve one star, but I've got to give it something. If you think that this looks like a good deal, think again. Your money is worth something much better for the same price.",Price / Value,Your money is worth something much better for the same price,Negative,0.7842116904944915
"I bought this game for my children at Christmas and it didn't work from the second we pulled it from the package. The teeth get stuck and the mouth doesn't close most of the time. I didn't return it because it would cost more to deal with than I paid for it. Maybe I just got a bad one, who knows. My kids still play with it (they are only 3) but not the way it was meant to be played with. I would recommend just going with the full sized one, not the travel size.",Delivery / Packaging,I bought this game for my children at Christmas and it didn't work from the second we pulled it from the package,Negative,0.9999997325886187
"I bought this game for my children at Christmas and it didn't work from the second we pulled it from the package. The teeth get stuck and the mouth doesn't close most of the time. I didn't return it because it would cost more to deal with than I paid for it. Maybe I just got a bad one, who knows. My kids still play with it (they are only 3) but not the way it was meant to be played with. I would recommend just going with the full sized one, not the travel size.",Price / Value,I didn't return it because it would cost more to deal with than I paid for it,Negative,0.9933871987773762
"I kept getting the following error on Windows 2000""monsters1.exe has encountered a problem and needs to close"" when launching Disney/Pixar's Mike's Monstrous Adventure (Windows 2000)All my drivers are the latest. Do see what the problem was and the Disney website is of no help. I may have to return the product if I dont get this working",Customer Support,Do see what the problem was and the Disney website is of no help,Negative,0.7310288996908424
Save your money and time. This is nonsense attempting to be arty and important. I'd also forgotten how dire an actor Hawke is. Save your time? There is no explanation or direction. Honey Boo Boo has better writin.,Price / Value,Save your money and time,Negative,0.9997039668422464
"This is a great book. It's a definitive reference on the somewhat obscure subject of Victorian Trade Cards, but for those of us who love them, it's a feast. It is crammed with illustrations, broken into categories, and contains history and collecting tips. The pricing information is somewhat out of date, due to the impact that online auctions have had on these collectables (some are more expensive, some less, as auctions make them more available.) If you're at all a fan of this genre, don't hesitate to buy this book!",Price / Value,"The pricing information is somewhat out of date, due to the impact that online auctions have had on these collectables (some are more expensive, some less, as auctions make them more available",Negative,0.9999951196261235
"For $15 the sound is surprisingly clear, the ear buds, the controls, & the # of songs (up to 500) are all fine. The item has to be clipped down otherwise it slips off. A worthwhile buy for the gym. Not for someone who needs to select which song to hear - it has two functions: random or order you loaded the songs from your computer. The big negative: your computer has to stay on for 4 hours during the initial charge; if the computer goes to sleep the player stops charging. Same for subsequent charging.",Battery,The big negative: your computer has to stay on for 4 hours during the initial charge ... if the computer goes to sleep the player stops charging ... Same for subsequent charging,Negative,0.9999897195972484
"The Digital Media Reader may work well with Windows 98,Me or 2000, but it failed miserably with XP. To add insult to injury when the SimpleTech web site was queried; mis-information was the best they could give.During the hardware installation, the media reader(UCS-200) did not pass the Windows Logo Testing. I immediately aborted the process. I went to the Simpletech web site for advice. SimpleTech had a section just for XP and stated,"" just ignore Windows's warning and complete the setup process"".What a mistake I made, my operating system was degraded and became unstable. Until I'm able to recover from this misfortune, my computer shuts down whenever and frequent.The news of bad and mis-leading service will spread exponentially from person to person. I hope that this is the exception and not the rule for SimpleTech.Because of wrong information from the SimpleTech web site, I can not recommend a SimpleTech Product in the future.",Customer Support,The news of bad and mis-leading service will spread exponentially from person to person,Negative,0.9999997921971994
"I've heard some people say that this book rips off 1984, that is NOT true. It's essentially the converse of 1984. In Orwell's masterpiece (I won't deny either of these books that title) the government has absolute power. 1984 has been called ""The end of all Utopias"" because the people can't win.In Bradbury's work, however, the government is not all powerful, and still has those who work against it that it foolishly ignores. Furthermore, the war is not to permanently distract the people, it is a real thing to win or lose. The people aren't closely monitored, they can even have ideas so long as they don't have books. In the end this is the beggining of a Utopia, in 451 the government can't win, they will eventually fall and a new age of learning will rise...to fall again, and again, and again, but as Bradbury points out unlike the Phoenix we may eventually learn NOT TO JUMP IN THE FREAKIN' FUNERAL PYRE, OR EVEN TO BUILD IT IN THE FIRST PLACE!!!!",Battery,In Orwell's masterpiece (I won't deny either of these books that title) the government has absolute power,Positive,0.9144109983874812
"I've heard some people say that this book rips off 1984, that is NOT true. It's essentially the converse of 1984. In Orwell's masterpiece (I won't deny either of these books that title) the government has absolute power. 1984 has been called ""The end of all Utopias"" because the people can't win.In Bradbury's work, however, the government is not all powerful, and still has those who work against it that it foolishly ignores. Furthermore, the war is not to permanently distract the people, it is a real thing to win or lose. The people aren't closely monitored, they can even have ideas so long as they don't have books. In the end this is the beggining of a Utopia, in 451 the government can't win, they will eventually fall and a new age of learning will rise...to fall again, and again, and again, but as Bradbury points out unlike the Phoenix we may eventually learn NOT TO JUMP IN THE FREAKIN' FUNERAL PYRE, OR EVEN TO BUILD IT IN THE FIRST PLACE!!!!",Build Quality,"as Bradbury points out unlike the Phoenix we may eventually learn NOT TO JUMP IN THE FREAKIN' FUNERAL PYRE, OR EVEN TO BUILD IT IN THE FIRST PLACE",Negative,0.999938240277475
"Well here we are in 2000, the year 1984 just a memory. Our fears of Orwell's book being a prophecy fully abated.Like most people I first read this book in school. Like most people I came away with the idea that the collectors of information will end up like Big Brother. I too cried '1984' when the government tried to collect even more info on us.Shortly after Princess Diana's death, though, I read this book for a second time. I then realized that we have been looking for 'Big Brother' in all the wrong places. Big Brother isn't the collector of information, he is the controller of information. Who controls information today? The media. Compare Princess Diana's life to Winston's.Very good book. Well worth reading again as an informed adult. At least that is this proles opinion.",Price / Value,Well worth reading again as an informed adult,Positive,0.9999858397605338
"I think this book isn't worth the money you pay for it. Ray Bradbury does not describe the story very elaborate and and so e.g. it is very difficult to understand what the people are talking about.Furthermore, the tension the fireman acts with doesn't get clear in the description by Bradbury. This is a very bad style of telling a story and makes me think the author himself didn't like the story.The dialogues between the fireman, Montag, and the girl he meets on the street are forced and do not seem vivid. So it is a great effort reading it.I have to read this book at school and I do not have any motivation to analyze it.",Price / Value,I think this book isn't worth the money you pay for it,Negative,0.9999956358377843
"As of now, this is Leonard Goldberg's last book in the Joanna Blalock series and, in my opinion, the best yet. It deals with a very touchy subject: Smallpox & Terrorism and bits of 9/11 are added in the book as well. Joanna Blalock, a forensic pathologist at Memorial Hospital in Los Angeles is called in by the FBI to do a top secret autopsy of an unidentified man found murdered at LAX, Joanna and Jake fear that they are once again being pulled into another terrorist investigation; the previous one having nearly cost Joanna her life. While the investigation into the corpse's identity is in progress, another emergency intervenes when a man with symptoms of smallpox arrives at Memorial and everyone who has had contact with him is quarantined in the hospital's basement isolation center; including Joanna.Based on a scenario that has all the makings of a very real nightmare, Leonard Goldberg has put together a top notch medical thriller.",Price / Value,the previous one having nearly cost Joanna her life,Negative,0.9983733980804286
I have been waiting for this movie to hit dvd for years.I was surprised by the price .You can get this movie fromWarner Bros website for only $19.95.Why is Amazon making us by this dvd from a second party?When I get this dvd I will write a review.The wb website says this dvd has NOT been digitally remasteredfor this dvd.Hope this helps,Price / Value,I was surprised by the price,Positive,0.7095010149323528
This walking collar has the greatest design. I do not have to have great upper body strength to control my excited boxer. She walks next to me like she is supposed to. No more pulling me down the street. Bravo,Build Quality,This walking collar has the greatest design,Positive,0.604470773819849
For the price of the book I was looking for more recipes not a history of cast iron cooking. Not worth the price,Price / Value,For the price of the book I was looking for more recipes not a history of cast iron cooking ... Not worth the price,Negative,0.9926772228210249
"The bolt holes don't line up. They are skewed. The paint on it was not complete, there were bare metal spots on it.",Build Quality,"The paint on it was not complete, there were bare metal spots on it",Negative,0.9540147026506779
"DO NOT BUY THIS EDITION!! It is full of typos, missing information in problems, mislabeled diagrams, and wrong answers! I spoke with PR and they said that, yes, indeed that is correct, but the 2002 edition has been corrected. Can you imagine what I went through while studying? I was second guessing myself left and right. I finally realized that, no, I do what I'm doing, it's the book that was wrong.Please don't buy this 2000 edition, it is a waste of your time and money. The 2002 edition ought to be much better, and probably quite a good study guide. I, however, have not seen it and do not know for sure, but PR should be a fairly respectable test prep. company.Happy GREs...hahaha",Price / Value,"Please don't buy this 2000 edition, it is a waste of your time and money",Negative,0.9999995295677874
"After reading some posts, I decided to see for myself how this card performed. I purchased two and put them to the test. I also like to use CF as a quick mini backup system using a usb reader. For reasons I can't explain, the first card would cause my whole system to pretty much freeze up. To double check if it was something else, I reproduced the problem 3 more times. I didn't think that would be likely but when I popped in my trusty Lexar, no prob!! So on to the second card. Guess what, no freezes, but the folks in the ""it's a slow card"" camp are right! Maybe the company just has a problem with their quality control division or maybe a bad batch got out or who knows? I just know I don't feel like saving a couple dollars is worth the headaches. Mine were returned. Good luck, though.....",Build Quality,Maybe the company just has a problem with their quality control division or maybe a bad batch got out or who knows,Negative,0.9995913087181861
"After reading some posts, I decided to see for myself how this card performed. I purchased two and put them to the test. I also like to use CF as a quick mini backup system using a usb reader. For reasons I can't explain, the first card would cause my whole system to pretty much freeze up. To double check if it was something else, I reproduced the problem 3 more times. I didn't think that would be likely but when I popped in my trusty Lexar, no prob!! So on to the second card. Guess what, no freezes, but the folks in the ""it's a slow card"" camp are right! Maybe the company just has a problem with their quality control division or maybe a bad batch got out or who knows? I just know I don't feel like saving a couple dollars is worth the headaches. Mine were returned. Good luck, though.....",Price / Value,I just know I don't feel like saving a couple dollars is worth the headaches,Negative,0.9999858971164853
"Why is the publisher setting the price for the Kindle version the same as the paperback? Apparently they live in some fantasy world where either paper is free, or duplicating bytes is expensive.",Price / Value,"Why is the publisher setting the price for the Kindle version the same as the paperback ... Apparently they live in some fantasy world where either paper is free, or duplicating bytes is expensive",Negative,0.6010359818337206
"Boring, poorly set up, no dynamic or real plan to sit down X number of hours a day and cover Y amount of material so you can become exponentially more glib. Just a poor attempt at a primer.",Build Quality,"Boring, poorly set up, no dynamic or real plan to sit down X number of hours a day and cover Y amount of material so you can become exponentially more glib",Negative,0.9999996093713508
"I cannot believe the ""discounted"" price of $23, when you can buy the identical item from other suppliers on Amazon for just over $3.00 (that's right, $20 less). Search on ""key float"".",Price / Value,"I cannot believe the ""discounted"" price of $23, when you can buy the identical item from other suppliers on Amazon for just over $3",Negative,0.9998647719470873
"Spoiler Free ReviewThe title there is a joke since this is the third movies in the series, along with The original feature that spawned the series, and the ""Ark of Truth."" I enjoyed the movie, but not as much as I expected. The twists in the end caught me off guard, because you won't expect what eventually happens to resolve the storyline. It felt a little bit cheap, like a 2 part TV episode more than a epic movie finale. On the other hand if, it didn't end the way it does, then it would have felt like a rehash of a previous episode. You'll know what I'm talking about if you see it.My biggest complaint is the time traveling and alternate timeline themes didn't do enough to capture your imagination the way ""Back to the Future"" films do. But if you are a Stargate Fan, this is a can't miss DVD/bluray.",Price / Value,"It felt a little bit cheap, like a 2 part TV episode more than a epic movie finale",Positive,0.8782202524016487
"I consider myself to enjoy a wide variety of movies. When some friends of mine suggested we rent this movie at an outing to Blockbuster Video, I wasn't very excited about it. But ""what the heck, I'll watch anything once."" First of all, the main character was a bit annying. All the little things she did to help out the bar in an attempt to get back to work with Cyote Ugly made me want to upchuck all over the television. This movie is VERY predictable and a cliche of many others. I'm sure many of the younger generation cherish this film and that's about the only audience I think this is going to achieve except cleavage hungry boys.",Customer Support,All the little things she did to help out the bar in an attempt to get back to work with Cyote Ugly made me want to upchuck all over the television,Negative,0.9710797098225423
"Come on people! Even Jack Vance's zany Dying Earth novels (Cugel in particular) have more substance than this lackadaisical tour-de-force. Skip out on Burroughs, if you want quality sci-fi read the Demon Princes by Jack Vance...",Build Quality,"Skip out on Burroughs, if you want quality sci-fi read the Demon Princes by Jack Vance",Negative,0.9977804352131673
"In my humble opinion, I find it is riduculous that eBooks cost more than books printed with ink and paper.",Price / Value,"In my humble opinion, I find it is riduculous that eBooks cost more than books printed with ink and paper",Negative,0.9630425385870363
"This movie stinks. It's like watching a WCW Pay per view from that time. This film was ruined by cartoon ghosts,dumb subplots and a Disney-style good vs evil storyline. The acting is not that good. It also has too many pointless cast members & moments. The effects are laughable to the 4th power. The story is childish like See Spot Run. It's buildup is soo backwards. The worst part is when Owen Wilson gets his head cut off by that lion's head statue swinging by. I give this film a -0 out of 10.",Battery,The effects are laughable to the 4th power,Negative,0.8963516198376433
"Listen folks, you want a GREAT CD ! Garbage is version 2.0 is IT! This is one of thje BEST CDs I have purchased in a long time and my very 1st from AMAZON ! What a great price and service ! I work for a company involved in the design and creation of home and commercial theater, etc. I took this CD in the day I received it and let me tell you, what a demo ! We were all ready to party ! 500 QUALITY watts, 2 SUBS,5 Channels ! Thought we would crack the cement floor ! I have never purchased a CD like this with such cool tunes on ALL TRACKS. Keep on a rockin Garbage ! RKNM (Rockenem) in Portage WIsconsin !",Price / Value,What a great price and service,Positive,0.9799663273510255
"Listen folks, you want a GREAT CD ! Garbage is version 2.0 is IT! This is one of thje BEST CDs I have purchased in a long time and my very 1st from AMAZON ! What a great price and service ! I work for a company involved in the design and creation of home and commercial theater, etc. I took this CD in the day I received it and let me tell you, what a demo ! We were all ready to party ! 500 QUALITY watts, 2 SUBS,5 Channels ! Thought we would crack the cement floor ! I have never purchased a CD like this with such cool tunes on ALL TRACKS. Keep on a rockin Garbage ! RKNM (Rockenem) in Portage WIsconsin !",Customer Support,What a great price and service,Positive,0.9799663273510255
"Listen folks, you want a GREAT CD ! Garbage is version 2.0 is IT! This is one of thje BEST CDs I have purchased in a long time and my very 1st from AMAZON ! What a great price and service ! I work for a company involved in the design and creation of home and commercial theater, etc. I took this CD in the day I received it and let me tell you, what a demo ! We were all ready to party ! 500 QUALITY watts, 2 SUBS,5 Channels ! Thought we would crack the cement floor ! I have never purchased a CD like this with such cool tunes on ALL TRACKS. Keep on a rockin Garbage ! RKNM (Rockenem) in Portage WIsconsin !",Build Quality,"I work for a company involved in the design and creation of home and commercial theater, etc ... 500 QUALITY watts, 2 SUBS,5 Channels",Negative,1.0
"a long time lou reed fan was so looking forward to recieving this dvd. if you are entrenched into the talent and feeling and soul of the lou reed album rocknroll animal, you will be so disapointed with this dvd. sweet jane and rocknroll i swear could be played better by a holiday inn cover band. save your money.",Price / Value,save your money,Negative,0.991434540580625
"I bought several of these for my daughters hoping that they would be like the one that I have used for the past 40 years. The design is the same, but the quality was terrible....way to flimsy, they didn't hold their shape (spring) for more than 5 minutes of use. I am greatly disappointed.",Build Quality,The design is the same ... the quality was terrible,Negative,0.9999994379341597
"The card isn't very good and stores pictures too slowly, especialy as you start to fill up the memory. Also SimpleTech's customer support isn't too good. Not one person could tell me what the 'Error Application' message meant when using the Simple Tech CompactFlash Card Reader to get pictures from the card.Stay away from this company.",Customer Support,Also SimpleTech's customer support isn't too good,Negative,0.99999999588513
"As Orwell's 1984 is conventionally viewed as a ""political"" novel, it's value lies more in the deeper psychological meaning the book conveys, as Erich Fromm eloquently expounds in his afterword. More in this respect can the book be viewed as meaningful across both time and nation. It definitely is not just a novel for the disgruntled paranoids in our time and country as the political point of view might have it. As Fromm basically explains, the book is fundamentally an expression of the ""deepest alienation in the minds of organizational man"". In light of that, you might say that Dilbert lovers would appreciate the book.",Price / Value,"As Orwell's 1984 is conventionally viewed as a ""political"" novel, it's value lies more in the deeper psychological meaning the book conveys, as Erich Fromm eloquently expounds in his afterword",Positive,0.9793561495987952
Great looking bag. The compartments are the best I have had in a back pack. The support structure is poorly designed which leads to pressure spots on the shoulders and early failure of the seams. Baby it a little (avoid using just one strap with more than a lite load) and it should do ok for the price.,Customer Support,The support structure is poorly designed which leads to pressure spots on the shoulders and early failure of the seams,Negative,0.999999999937724
Great looking bag. The compartments are the best I have had in a back pack. The support structure is poorly designed which leads to pressure spots on the shoulders and early failure of the seams. Baby it a little (avoid using just one strap with more than a lite load) and it should do ok for the price.,Price / Value,Baby it a little (avoid using just one strap with more than a lite load) and it should do ok for the price,Negative,0.9999860078514242
"This has been a favorite film since my first viewing when it was initially released. The tension of the times and the quality of acting combine to reflect Hellman's personal experience. I wanted to add it to my very select library of film, now available on DVD.",Build Quality,The tension of the times and the quality of acting combine to reflect Hellman's personal experience,Positive,0.9046234634284757
"There are fancier, lighter, more comfortable, more adjustable headlamps but this one puts out enough ligh to find your way in the dark and sooooo cheap",Price / Value,this one puts out enough ligh to find your way in the dark and sooooo cheap,Positive,0.6904069658935927
"This item is cute and sturdy. However, the seller has it listed as being 50 lb shipping weight. Mine arrived and did not even weigh 5 lbs including all the packaging material. They gave me a refund for most of my shipping and said they would change their listing. Two months later it is still saying 50 lbs. The price for this bird bath is right on with what it is worth - but the deceptive shipping makes this a bad purchase",Delivery / Packaging,", the seller has it listed as being 50 lb shipping weight ... Mine arrived and did not even weigh 5 lbs including all the packaging material ... They gave me a refund for most of my shipping and said they would change their listing ... the deceptive shipping makes this a bad purchase",Negative,0.9999999999830209
"This item is cute and sturdy. However, the seller has it listed as being 50 lb shipping weight. Mine arrived and did not even weigh 5 lbs including all the packaging material. They gave me a refund for most of my shipping and said they would change their listing. Two months later it is still saying 50 lbs. The price for this bird bath is right on with what it is worth - but the deceptive shipping makes this a bad purchase",Build Quality,Mine arrived and did not even weigh 5 lbs including all the packaging material,Negative,0.9938514074568878
"This item is cute and sturdy. However, the seller has it listed as being 50 lb shipping weight. Mine arrived and did not even weigh 5 lbs including all the packaging material. They gave me a refund for most of my shipping and said they would change their listing. Two months later it is still saying 50 lbs. The price for this bird bath is right on with what it is worth - but the deceptive shipping makes this a bad purchase",Customer Support,They gave me a refund for most of my shipping and said they would change their listing,Negative,0.9970525424949128
"This item is cute and sturdy. However, the seller has it listed as being 50 lb shipping weight. Mine arrived and did not even weigh 5 lbs including all the packaging material. They gave me a refund for most of my shipping and said they would change their listing. Two months later it is still saying 50 lbs. The price for this bird bath is right on with what it is worth - but the deceptive shipping makes this a bad purchase",Price / Value,The price for this bird bath is right on with what it is worth -,Positive,0.9995006440990837
"This game is a piece of .... The system requirements on the box are misleading. It is tough to explain to a six year old that his brand new game can't be played until you upgrade your video card, even though no reference was made to it on the box.And when the game finally works it looks like a hybrid of 2000 technology meets 1977 graphics.",Delivery / Packaging,The system requirements on the box are misleading ... no reference was made to it on the box,Negative,0.999576613245472
"When I bought this square I considered it a disposable unit that would probably get bent broken or stolen within short order. After checking it against my Starrett and Mitutoyo squares I was surprised to find out that it was very accurate. Surprisingly, it is also pretty durable. While I am not a big fan of the zinc heads on most consumer grade squares, this one is well made, accurately machined and so far, durable. The etched and painted blade is easy to read although not as easy as the Starrett or Mitutoyo ""satin chrome"". Granted, you can buy 8 of these squares for the price of one of the Starrett or Mitutoyo units.While I would never consider replacing my 6"" Mitutoyo square with this one I will not hesitate to run out and buy another, or two or three Swanson squares when my current one finally does get bent or disappears.Overall, I would give this square five stars for value and four stars for quality.",Build Quality,"Surprisingly, it is also pretty durable ... I am not a big fan of the zinc heads on most consumer grade squares, this one is well made, accurately machined and so far, durable ... Overall, I would give this square five stars for value and four stars for quality",Negative,0.9996573396280037
"When I bought this square I considered it a disposable unit that would probably get bent broken or stolen within short order. After checking it against my Starrett and Mitutoyo squares I was surprised to find out that it was very accurate. Surprisingly, it is also pretty durable. While I am not a big fan of the zinc heads on most consumer grade squares, this one is well made, accurately machined and so far, durable. The etched and painted blade is easy to read although not as easy as the Starrett or Mitutoyo ""satin chrome"". Granted, you can buy 8 of these squares for the price of one of the Starrett or Mitutoyo units.While I would never consider replacing my 6"" Mitutoyo square with this one I will not hesitate to run out and buy another, or two or three Swanson squares when my current one finally does get bent or disappears.Overall, I would give this square five stars for value and four stars for quality.",Price / Value,"Granted, you can buy 8 of these squares for the price of one of the Starrett or Mitutoyo units ... Overall, I would give this square five stars for value and four stars for quality",Negative,0.888134038901431
"I really liked this cooker until I tried to clean it. My old rice cooker had a separate lid and I never noticed this difference in my research. This one is fixed on. I wish I had read the review that said the same thing I am now saying and took note. It's impossible to clean around all the gaskets and time consuming to try. Major design flaw. Other than that, it does make great rice.",Build Quality,Major design flaw,Negative,0.99989540115379
"Maybe G.G. Marquez's style is a little bit confusing. Nonetheless, this novel is a lot less confusing in style than, let's say The Autumn of the Patriarch by the same writer or ""Christ versus Arizona"" by Camilo Jose Cela. Indeed, it's easy to get tangled in so many Jose Arcadios and Aurelianos, but this is really a great story. His finesse, the metaphors and symbols he uses, the images the paints, all those lonely souls that inhabit this book, even the absurd that is to be found in this book, all of them combine together and form something really great. Something that is worth your time.",Price / Value,Something that is worth your time,Negative,0.8757815478133347
"I really wanted to like this book. After a good friend suggested it I decided to give it a go. Big mistake. This book put me to sleep, literally. The description of the land and plant life goes on forever. Takes way to long to get to the plot and it's just not worth the time.",Price / Value,Takes way to long to get to the plot and it's just not worth the time,Negative,0.9998985477517802
"I enjoy historical fictions, so I knew ""Fahrenheit 451"" was not my style, but I thought I would give it a go anyway. Well, I hated it. I did not like Ray Bradbury's style and I think he needs help! Who in their right mind would think of our world becoming so controlling and horrible? There are a lot of unanswered questions and undefined terms in this book, so you better get the Cliff's Notes, because without them, you'll be lost. Do not be surprised if you do not finish this book quickly, either! I did find the subject of book banning and censorship interesting, but I think it could have been told differently. I do not recommend this book!",Customer Support,I did not like Ray Bradbury's style and I think he needs help,Negative,0.9880437652721475
"The GKI/ Bethlehem Ligh Glacier Christmas Tree is the first artificial tree that looks real and fools most of my guests. We saw the same tree at a well known hardware store for double the price. The tree is easy to assemble and even comes with a DVD that explains how to put tree together. The tree comes adorned with pinecones and snow frosted tips. It looks just like the trees we cut near Placerville, CA. It is our first artificial tree and we love it!",Price / Value,We saw the same tree at a well known hardware store for double the price,Positive,0.9056619043931707
"Is there anything less than 1 star? For the errors, this book is not a good value for your moneyI agree with other readers. Book is full of errors and irony is most of these errors are not corrected in the downloadable supplement - available on GARP web-site. Agreed the book covers everything within the Body of Knowledge for FRM exam, but many important issues / theories are mentioned / covered in the Handbook because they are part of syllabus but sufficient justice is not done to them. One definately gets this strong feeling that continuity is missing in certain parts of the book and they seem to be just product of simple copy / paste action.I strongly recommend GARP, Wiley Finance to correct the errors and replace current book with an error free version. Why should the readers pay for the errors? And please let the readers know what actions you are taking and when?",Price / Value,"For the errors, this book is not a good value for your moneyI agree with other readers",Negative,0.9546653950455563
This is a present for my nephew. I don't see anyeducational value to this game. I used to play thisgame in the arcade. It is a lot of fun. You have tobe quick enough to not let the worm join itself back.Keep you hands on the trigger. Blast away!Enjoy!,Price / Value,I don't see anyeducational value to this game,Positive,0.5689114117547699
This was ordered for a teenager who had it on his reading list. It was an excellent used copy and a great value for the money.,Price / Value,It was an excellent used copy and a great value for the money,Positive,0.9987808413077307
